percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
3.452942150969565,7.0,78.0,2.91,77.0,6.568737730621598,0.487,6.1
5.196371282855062,97.0,66.0,3.85,83.0,7.158425259540099,0.0,10.3
4.205026339670308,54.0,87.0,5.68,87.0,6.599301372665193,0.408,6.2
5.023150964653285,89.0,89.0,8.37,89.0,6.419381414253076,0.734,12.8
0.0,7.0,7.0,6.52,68.0,6.118870368671413,0.418,9.5
8.562132441945506,97.0,97.0,8.48,97.0,10.537409689865576,0.862,16.1
6.447056329508692,92.0,96.0,5.62,96.0,8.585273009503435,0.593,11.9
9.221516612481098,95.0,99.0,7.67,98.0,11.088994181206418,0.865,13.6
8.548984137075886,64.0,96.0,9.32,95.0,10.47984001061604,0.88,18.8
3.596889967873784,5.0,9.0,2.51,87.0,6.072442733700025,0.484,7.9
7.568068348638389,77.0,95.0,7.21,95.0,9.594089315142224,0.82,15.7
2.915826086269456,93.0,93.0,5.83,93.0,5.295589729927234,0.619,11.4
5.184546663645648,92.0,92.0,6.97,92.0,7.160207224489383,0.815,15.2
6.159567791479807,95.0,96.0,6.65,95.0,7.935666770631326,0.589,10.4
7.023291834969326,99.0,99.0,3.38,99.0,9.408449283415358,0.744,13.3
4.307323358073162,98.0,99.0,5.99,99.0,6.6831578503002325,0.621,11.2
7.901404398965581,93.0,93.0,6.38,93.0,9.900606171341506,0.86,16.5
2.4870852407677067,98.0,98.0,5.38,98.0,6.81591829564199,0.761,13.8
1.8977158226393056,93.0,94.0,8.2,93.0,3.3798846775737124,0.371,9.7
6.582531303290787,96.0,97.0,4.17,97.0,9.3223254684647,0.783,13.0
4.927299594972898,98.0,98.0,7.44,98.0,9.05531050344244,0.776,14.0
2.66659758347544,97.0,97.0,3.37,97.0,5.383033371185009,0.735,13.4
5.130926311025658,84.0,87.0,6.3,87.0,7.281576739601776,0.754,13.1
5.663684013114487,6.0,96.0,8.12,95.0,7.752961997312186,0.869,18.0
6.32243252627382,95.0,95.0,6.14,95.0,8.624400619281232,0.732,14.4
3.554157960743225,62.0,77.0,2.23,76.0,6.618714611391116,0.604,10.6
3.08506037315986,25.0,88.0,7.72,88.0,5.001169945353583,0.416,4.5
2.1395249989755154,96.0,96.0,5.44,96.0,4.907688078899754,0.546,10.6
0.8883239472677674,92.0,89.0,4.42,92.0,2.9576778000787693,0.455,7.9
5.814629921437672,63.0,67.0,4.12,69.0,7.48938258614802,0.0,10.7
7.352625158944766,89.0,91.0,2.18,8.0,10.308528954226738,0.808,13.0
3.9925652213112977,69.0,97.0,5.94,94.0,6.544537720168012,0.644,11.1
5.806510633701425,98.0,98.0,9.74,98.0,7.854934569356661,0.824,16.3
7.60617633070364,99.0,98.0,2.76,98.0,10.558377596513742,0.79,13.5
0.5324690140532485,86.0,92.0,4.2,9.0,3.1253910943171115,0.0,4.4
7.967287178571082,97.0,97.0,9.67,97.0,9.8945701418522,0.793,15.4
1.4891540713689262,65.0,72.0,1.98,75.0,4.381119223100498,0.597,10.7
5.651809075365521,95.0,93.0,5.88,95.0,7.46287098644094,0.0,10.1
2.8840938099771143,64.0,36.0,7.76,36.0,5.240931603336766,0.341,6.2
5.953625865788604,94.0,94.0,7.9,95.0,8.12639352903005,0.738,13.3
8.802064407359653,74.0,99.0,11.56,99.0,10.658555514534577,0.887,16.2
4.086471561828187,47.0,47.0,3.73,47.0,6.205237892843812,0.361,6.8
3.0695994275347727,66.0,79.0,4.36,73.0,7.062759911231073,0.477,9.2
5.04961935296707,86.0,9.0,6.17,86.0,7.375827243764772,0.781,15.8
6.506896644862632,98.0,98.0,9.54,98.0,8.158556209653804,0.742,13.6
6.082360681148413,99.0,99.0,5.71,99.0,8.397999364061072,0.738,13.3
8.959126041213924,86.0,95.0,1.18,96.0,10.641029994288123,0.898,16.6
6.73829308447577,99.0,99.0,4.64,99.0,9.050871050751368,0.713,12.1
4.490489278889152,9.0,91.0,5.25,91.0,7.45180706694102,0.551,9.3
7.878676971932262,95.0,95.0,3.66,95.0,10.421711525301008,0.839,13.9
5.273474158743775,97.0,99.0,4.22,95.0,8.369659815526079,0.709,12.5
4.113926383279632,72.0,72.0,2.7,72.0,7.149478443348737,0.538,7.7
2.7944372136613733,62.0,97.0,4.28,97.0,5.168602681021639,0.705,12.8
2.42134306746532,84.0,98.0,3.14,98.0,5.664425463121384,0.0,5.0
4.791293800790582,99.0,99.0,5.34,99.0,7.22898435526494,0.657,11.9
4.989344919292376,97.0,94.0,6.41,97.0,8.904720597797011,0.0,15.8
3.6140393510177495,98.0,98.0,4.77,98.0,6.334255056340143,0.756,14.0
2.7121363075870293,93.0,99.0,6.62,99.0,7.127190510971607,0.681,13.3
5.0866082799825705,91.0,91.0,6.52,91.0,8.195201991827387,0.747,15.0
7.543882220626127,96.0,96.0,6.61,96.0,9.613306906580991,0.82,16.5
6.128558988123613,88.0,88.0,6.28,88.0,8.067414154074152,0.609,10.5
5.1832622099067125,99.0,98.0,4.8,98.0,9.460801273996047,0.755,13.5
7.08082541555298,95.0,95.0,5.31,95.0,9.419314205330034,0.745,12.3
4.590281044601201,8.0,82.0,4.12,83.0,6.443424234163893,0.709,13.2
4.385477979924001,75.0,73.0,2.87,75.0,7.240120230099717,0.487,7.7
4.63535576652036,96.0,99.0,1.6,97.0,6.51755953845751,0.78,16.5
5.261273428779228,99.0,99.0,3.43,99.0,7.9446734102720065,0.739,13.5
6.564318858528478,99.0,99.0,3.65,99.0,9.049533463780312,0.758,14.6
5.275220544706046,91.0,92.0,8.29,92.0,7.054745555629024,0.566,10.3
2.1926732519724146,88.0,89.0,9.71,88.0,4.028148383484571,0.711,13.4
3.757069671326781,99.0,99.0,5.34,99.0,6.205282413077391,0.725,12.5
5.052907512053978,88.0,91.0,4.5,91.0,7.560323245444109,0.655,11.5
6.976599205110612,86.0,88.0,8.45,88.0,8.335362914724449,0.715,12.1
6.623265800640612,88.0,88.0,8.93,88.0,8.598283464601375,0.632,11.7
6.821402788515464,96.0,96.0,8.48,97.0,9.410661018905769,0.734,14.2
1.88588261979185,64.0,84.0,14.39,81.0,3.5458023890367043,0.4,9.7
6.094421522099764,88.0,87.0,7.89,89.0,7.841256792023195,0.884,18.4
3.977392418966501,23.0,23.0,3.82,23.0,5.824479664186684,0.37,7.1
7.439674336007487,98.0,91.0,7.49,9.0,9.82185207908436,0.855,15.3
6.077169810439904,57.0,57.0,5.7,62.0,8.147429370348055,0.69,12.9
4.019368065574252,89.0,88.0,11.98,89.0,6.101495389790547,0.392,8.9
1.688092599283041,9.0,9.0,4.6,9.0,5.909249249611071,0.632,13.1
4.6408600094189545,76.0,77.0,3.1,73.0,7.526684792910602,0.638,11.0
3.2421912550414667,89.0,84.0,4.56,89.0,5.62506081013191,0.671,11.7
6.158737537578754,82.0,84.0,4.59,82.0,8.174308368039158,0.707,14.4
4.669399844432491,52.0,8.0,6.17,78.0,7.813938202644215,0.682,10.7
6.346733133714671,84.0,88.0,5.13,86.0,8.129660560021096,0.698,14.5
4.119286746918796,88.0,88.0,3.9,88.0,6.822087636776407,0.506,10.4
3.1491502301479906,96.0,96.0,4.7,96.0,5.584824970832005,0.693,14.3
2.7703196423239893,95.0,95.0,5.56,95.0,6.713178885479997,0.795,15.4
3.0548606367689115,91.0,92.0,5.25,9.0,7.405348781288232,0.679,10.9
2.230998101864923,94.0,93.0,4.72,94.0,4.568483921285308,0.425,6.8
3.717255143646774,96.0,96.0,8.3,96.0,5.648113040676519,0.398,10.5
3.503300631685399,75.0,4.0,6.66,75.0,5.931135783427463,0.323,4.8
7.557136887988333,97.0,96.0,7.8,96.0,9.584671420195702,0.808,14.5
8.177081883359206,33.0,71.0,1.6,81.0,10.107173728907703,0.833,15.4
4.415551725830526,79.0,86.0,4.92,84.0,7.07210740494802,0.588,10.0
4.52330610024544,97.0,97.0,7.93,96.0,6.4533020806184656,0.653,11.6
5.208985362439515,96.0,96.0,5.41,96.0,9.403290677960388,0.759,14.5
2.034572632456343,99.0,99.0,4.6,99.0,4.438347892641061,0.728,13.6
4.044048389490847,98.0,98.0,6.18,98.0,6.473213453185995,0.609,10.5
3.485408779031542,68.0,81.0,4.55,74.0,5.606973222136954,0.501,9.9
3.5529624132350386,99.0,99.0,3.95,82.0,7.963908223334671,0.725,13.5
4.470809198602116,43.0,94.0,11.12,94.0,6.47749861362624,0.504,9.7
4.8496689547847645,98.0,99.0,5.6,95.0,7.399896008275815,0.661,13.0
