Life expectancy,percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
49.2,2.0036739143870386,18.0,45.0,4.11,36.0,4.487443229009269,0.463,8.9
76.4,5.11913910123325,99.0,99.0,3.55,99.0,7.807693945597731,0.796,13.7
76.2,7.05262889360204,98.0,99.0,2.76,98.0,9.965041455378348,0.796,13.7
76.0,6.963034337996146,98.0,99.0,2.52,98.0,10.004956726736035,0.797,13.7
75.8,5.070645327091666,99.0,99.0,2.49,99.0,8.002145333217026,0.797,13.6
75.6,4.869271979308446,99.0,99.0,2.74,99.0,7.565144387322247,0.797,13.5
75.4,6.948541556384543,98.0,96.0,2.83,98.0,9.728261532376935,0.782,12.4
75.2,4.821060534710455,99.0,97.0,2.1,99.0,7.730330143460258,0.765,11.9
74.9,4.493684059358779,99.0,97.0,2.43,99.0,7.369053790899447,0.753,11.5
74.7,4.375900533374566,99.0,98.0,2.31,98.0,7.279008442420112,0.748,11.6
74.3,6.751115007792478,99.0,99.0,2.59,99.0,9.423674314823366,0.742,11.5
74.0,4.269244547994627,99.0,99.0,2.98,99.0,7.030228507357619,0.734,11.5
73.6,4.199549761118903,99.0,99.0,3.17,99.0,6.878133452754623,0.725,11.2
73.3,6.3748835739078755,99.0,99.0,3.18,99.0,9.063013427089853,0.716,11.0
72.9,6.337785564695089,99.0,99.0,3.8,99.0,9.045184452203097,0.705,10.7
72.6,4.156796142838394,99.0,99.0,3.7,99.0,6.759470978255607,0.6651734296831573,10.4
66.2,4.147784390722686,72.0,72.0,2.61,72.0,7.183862869811648,0.542,7.8
66.0,4.113926383279632,72.0,72.0,2.7,72.0,7.149478443348737,0.538,7.7
65.7,4.105268039711476,72.0,72.0,2.76,72.0,7.140682549250721,0.529,7.6
65.5,4.075456684355061,74.0,75.0,3.1,74.0,7.112502909348692,0.525,7.5
65.1,0.5113345242541686,82.0,82.0,3.2,82.0,2.7174900386395318,0.521,7.5
64.8,0.5289890147186939,78.0,7.0,2.94,71.0,2.8701684836850605,0.514,7.3
64.6,1.863635630171444,65.0,7.0,3.26,62.0,4.943874786173441,0.513,7.3
64.4,1.5918327504095988,75.0,75.0,3.35,75.0,4.568846321155184,0.505,6.7
64.2,3.7225148868081024,78.0,77.0,3.4,78.0,6.773964112047762,0.501,6.5
62.9,3.452942150969565,7.0,78.0,2.91,77.0,6.568737730621598,0.487,6.1
63.7,3.4006382650522573,65.0,65.0,2.56,65.0,6.478276485997514,0.474,5.6
63.5,3.2282143531628,63.0,69.0,2.61,67.0,6.336107494515191,0.465,5.6
77.6,7.5194015711562825,8.0,8.0,8.3,8.0,9.441034339025887,0.78,13.0
77.5,7.435713542326713,8.0,81.0,8.9,8.0,9.366230666082433,0.773,12.9
77.2,5.311969070543409,85.0,87.0,7.25,85.0,7.372009367500408,0.765,12.8
77.3,4.789260406939739,87.0,91.0,7.5,87.0,6.833810708400728,0.758,12.9
76.5,7.090343446898855,94.0,95.0,8.5,94.0,8.979449377956811,0.756,12.8
76.8,6.9968236153129615,85.0,85.0,7.56,85.0,8.913365693221678,0.755,12.8
76.5,6.864662976449347,86.0,86.0,6.75,86.0,8.850077341403903,0.75,12.8
76.4,4.3470573209017145,85.0,84.0,6.31,85.0,6.507078737366915,0.743,12.9
76.2,6.449087430074424,88.0,98.0,7.0,88.0,8.584761816959604,0.744,12.9
75.8,6.437607719858994,92.0,88.0,7.48,92.0,8.500565486156914,0.74,12.9
75.8,6.270248044417599,95.0,92.0,8.9,95.0,8.432265338962937,0.733,12.8
75.5,4.085299784430301,98.0,95.0,7.6,98.0,8.358932425411387,0.728,12.8
75.7,4.379641319069234,98.0,99.0,8.3,99.0,8.325341577945549,0.725,12.6
75.5,2.118724087176266,98.0,95.0,7.72,99.0,6.103392325263338,0.721,12.4
62.7,5.3434396709076415,67.0,64.0,4.26,73.0,7.688783550512508,0.511,10.0
62.4,3.2849937337410817,73.0,8.0,4.78,79.0,5.442216997739638,0.506,10.0
62.2,3.485408779031542,68.0,81.0,4.55,74.0,5.606973222136954,0.501,9.9
62.0,3.194882794772921,66.0,69.0,4.94,72.0,5.1866431782057925,0.494,9.9
61.8,2.9957132563731657,56.0,72.0,4.18,67.0,7.221016725856725,0.485,9.6
61.6,3.0695994275347727,66.0,79.0,4.36,73.0,7.062759911231073,0.477,9.2
61.4,4.651364342491209,59.0,76.0,4.6,63.0,7.073036376678545,0.469,8.9
61.1,4.462656148220093,61.0,72.0,4.4,71.0,6.8645021566640585,0.461,8.6
68.0,4.84901175734022,71.0,67.0,5.92,72.0,6.751507142195791,0.454,8.2
64.0,2.569211030542152,63.0,61.0,6.42,72.0,4.364083472151031,0.446,7.9
59.9,5.068916441139046,6.0,59.0,8.39,62.0,6.458904927630523,0.439,7.6
59.6,4.83134064040545,67.0,62.0,6.79,68.0,6.379034249166723,0.433,7.2
59.3,4.7183230183338685,6.0,54.0,7.69,61.0,6.239624118223008,0.428,6.9
59.1,4.547252736777196,59.0,52.0,6.68,55.0,6.292337881037895,0.422,6.6
58.9,4.152027424598205,57.0,51.0,3.98,59.0,6.450386457481802,0.418,6.2
73.9,6.332868300394397,87.0,83.0,9.81,87.0,8.458254479055478,0.688,12.3
73.8,6.353386423639346,86.0,8.0,1.49,86.0,8.407592271270984,0.679,12.3
73.6,6.093218973534521,87.0,83.0,1.33,87.0,8.257525100105127,0.679,12.3
73.4,6.159503936103215,89.0,84.0,9.42,89.0,8.29132566845763,0.675,12.3
73.2,5.888811584108,89.0,85.0,9.1,89.0,8.079181674597463,0.664,12.4
73.0,3.4637087081784723,85.0,81.0,9.14,85.0,7.863496028101996,0.663,12.1
72.7,3.576249405983138,87.0,85.0,7.6,89.0,5.888856307128966,0.654,11.9
72.5,5.767133369594878,86.0,95.0,6.41,95.0,7.746384068178056,0.649,12.0
72.3,3.3025080389791523,92.0,98.0,6.43,98.0,5.250782212024445,0.648,12.1
72.1,3.0764073784530126,92.0,96.0,6.7,96.0,5.063516703095298,0.646,12.3
71.9,3.0727317523773077,9.0,92.0,5.78,92.0,5.007483505758808,0.639,12.1
71.7,5.0525658425834505,86.0,86.0,5.99,86.0,7.069686480751802,0.642,12.7
75.3,6.88215915021893,88.0,78.0,5.47,88.0,8.77840671711469,0.735,13.4
75.3,6.8539874691893266,88.0,71.0,5.23,88.0,8.792415398337125,0.731,13.4
74.9,6.7878289940194225,95.0,94.0,5.18,95.0,8.76229943243077,0.725,13.4
74.5,6.634026168960597,91.0,91.0,4.93,91.0,8.660871953549844,0.721,13.4
73.7,4.2547519860265774,93.0,92.0,5.3,93.0,6.260524023540235,0.708,13.3
73.8,6.348182672014403,93.0,92.0,5.36,93.0,8.335175717184494,0.706,13.3
73.9,4.085959072066833,93.0,93.0,4.73,93.0,6.063501703387499,0.7,13.2
74.0,6.248823424925403,93.0,93.0,4.6,93.0,8.19207635352339,0.696,13.2
74.2,6.108729773613232,94.0,94.0,4.47,94.0,8.06227474568773,0.693,13.0
72.8,6.022392715465849,94.0,66.0,4.72,77.0,7.921456855445842,0.692,13.0
72.2,5.88036364385077,92.0,81.0,4.56,86.0,7.80349381349465,0.685,12.8
72.1,3.575244108231385,65.0,95.0,4.6,94.0,5.390258103422522,0.686,13.3
68.4,3.4742099551333605,67.0,77.0,4.71,67.0,7.9529451145278625,0.676,11.7
68.1,3.2421912550414667,89.0,84.0,4.56,89.0,5.62506081013191,0.671,11.7
68.1,5.364768972820734,88.0,88.0,4.46,88.0,7.856636544403139,0.666,11.6
68.0,5.26007006455635,87.0,87.0,4.29,87.0,7.763666575279254,0.669,11.5
67.9,5.294592334221779,77.0,78.0,4.37,79.0,7.664111617154877,0.662,11.4
68.0,5.078511046104197,85.0,86.0,4.41,87.0,7.510070075977614,0.661,11.7
67.5,5.052907512053978,88.0,91.0,4.5,91.0,7.560323245444109,0.655,11.5
67.5,4.929623874039016,87.0,87.0,3.94,87.0,7.422783320010366,0.648,11.4
67.3,4.806988332240351,77.0,88.0,3.95,88.0,7.2390515182106165,0.646,11.5
67.0,4.6703088226453175,49.0,9.0,3.91,89.0,7.086484687563333,0.642,11.6
67.3,2.6671623051049447,48.0,85.0,3.23,88.0,5.19501861288637,0.636,11.6
67.2,0.6424585917221872,52.0,85.0,3.25,84.0,2.529975294511676,0.631,11.6
66.8,0.09519398214454734,42.0,77.0,2.79,79.0,0.9863203990360061,0.625,11.4
66.8,4.248786978061698,45.0,76.0,3.0,79.0,6.865147775764517,0.622,11.4
66.8,2.541369260085021,7.0,74.0,3.21,78.0,4.94106918691254,0.618,11.4
77.3,5.500476170136948,96.0,94.0,6.35,98.0,9.570994637900629,0.85,16.4
77.1,3.1960302351504137,96.0,95.0,6.4,99.0,7.229511992878701,0.838,15.4
76.8,5.442591275545094,97.0,95.0,6.62,99.0,9.483884097364705,0.834,15.3
76.7,5.525761171304642,98.0,96.0,6.7,99.0,9.539225879150655,0.829,15.4
76.3,5.400385049728664,98.0,96.0,6.88,99.0,9.441493747627556,0.822,15.1
75.7,7.1702424258992705,98.0,96.0,7.12,99.0,9.352585596279006,0.818,15.1
75.5,2.816291465615762,98.0,96.0,6.88,99.0,4.958969158282153,0.813,15.0
75.3,2.728130253964646,98.0,99.0,6.28,99.0,7.027597100550328,0.808,15.0
75.2,2.317035767242308,98.0,99.0,6.17,99.0,4.561976631541335,0.803,15.0
75.0,4.387201058223872,98.0,99.0,6.2,99.0,6.712046393246124,0.797,14.8
74.9,6.47554726376428,98.0,99.0,6.19,99.0,8.807199383707985,0.8,15.5
74.7,6.297152597082181,97.0,98.0,6.22,99.0,8.647260318395722,0.796,15.3
74.5,6.2481501010611975,98.0,98.0,6.32,99.0,8.556016310347102,0.79,15.0
74.2,6.147908974141766,95.0,98.0,5.86,98.0,8.513626562349806,0.784,14.7
73.7,6.024494012343468,99.0,98.0,5.5,98.0,8.410437845657256,0.777,14.6
89.0,5.606737485640168,98.0,98.0,9.5,98.0,7.731288467501632,0.837,16.8
86.0,7.900643345118352,98.0,98.0,9.55,98.0,9.981361849675164,0.827,16.3
83.0,5.806510633701425,98.0,98.0,9.74,98.0,7.854934569356661,0.824,16.3
82.0,8.042149240423411,97.0,97.0,1.7,97.0,10.051786160199821,0.818,16.2
79.6,8.045700397595128,97.0,97.0,1.44,98.0,10.023031472480929,0.812,16.0
79.3,5.823348665028309,96.0,96.0,1.42,96.0,7.768521296625652,0.809,16.0
79.0,8.203541976035813,97.0,97.0,9.9,97.0,10.119271625199202,0.804,15.8
78.7,5.8122090224301415,97.0,96.0,9.62,97.0,7.73174846849923,0.797,15.4
78.5,7.967287178571082,97.0,97.0,9.67,97.0,9.8945701418522,0.793,15.4
77.7,7.942712313206664,94.0,93.0,9.98,93.0,9.84086444914753,0.79,15.4
78.0,5.624378378971059,94.0,95.0,9.84,95.0,7.5210949450417965,0.792,15.9
77.3,7.734073948158927,94.0,96.0,9.54,99.0,9.666101392585237,0.789,15.8
77.2,7.5522385001584915,82.0,96.0,9.15,98.0,9.463686321874517,0.788,15.9
76.9,7.4135653571009765,7.0,96.0,9.1,97.0,9.369917401927948,0.782,15.7
76.6,5.125914556742148,58.0,96.0,9.14,96.0,7.050466615441403,0.777,15.5
78.1,8.530013282545758,89.0,99.0,2.19,89.0,11.371980509961483,0.854,13.4
77.9,6.246249157475124,97.0,99.0,2.15,97.0,9.086575936108526,0.843,13.4
77.8,8.549530495093688,93.0,93.0,2.16,92.0,11.391501317027648,0.837,13.4
77.5,8.391668668372311,93.0,92.0,1.93,93.0,11.361518055600113,0.827,12.4
77.3,3.65760775659703,97.0,98.0,2.9,97.0,6.602896989596986,0.825,12.0
77.0,8.213298884821935,99.0,98.0,2.63,99.0,11.026454805415696,0.828,11.8
76.8,8.609798499624173,97.0,98.0,1.87,97.0,11.326214757290648,0.825,11.7
76.7,3.81076656164553,94.0,97.0,2.31,94.0,6.517098849138585,0.83,12.6
76.6,6.108347842341541,96.0,95.0,2.58,96.0,8.741545493496805,0.835,13.7
76.6,8.430212958887068,97.0,98.0,3.1,97.0,10.849133090894652,0.83,13.7
76.6,8.31035199884456,97.0,95.0,3.61,96.0,10.641114491275026,0.826,13.5
76.5,8.306712216963643,93.0,93.0,4.14,92.0,10.439336909578179,0.815,12.8
76.4,5.245329450257427,98.0,96.0,2.71,96.0,8.006585850491481,0.807,12.2
76.3,5.141952717615532,93.0,93.0,2.56,93.0,7.953190517652527,0.809,12.6
76.2,7.352625158944766,89.0,91.0,2.18,8.0,10.308528954226738,0.808,13.0
74.8,0.946396635690472,94.0,94.0,5.57,94.0,2.586058069617312,0.797,14.7
74.6,7.116189765254988,96.0,88.0,5.6,92.0,9.168086789994248,0.794,14.7
74.4,6.984121796201718,96.0,92.0,5.48,91.0,9.054785099837497,0.797,15.3
74.3,2.427091133633017,96.0,89.0,5.53,89.0,4.535582405434971,0.798,15.7
73.4,6.891881767871434,98.0,94.0,5.83,94.0,9.023828080828633,0.797,15.8
73.1,2.7703196423239893,95.0,95.0,5.56,95.0,6.713178885479997,0.795,15.4
73.1,4.86043678458956,97.0,95.0,5.33,96.0,7.036564906598916,0.78,14.7
72.9,6.8245555489369,99.0,96.0,5.21,96.0,9.013739596011044,0.766,14.1
72.5,6.502254302130697,99.0,97.0,5.6,97.0,8.67072865266392,0.755,13.7
71.9,6.423901097106432,98.0,97.0,5.47,97.0,8.450479545448868,0.745,13.4
71.7,6.069177705101822,99.0,97.0,5.43,97.0,8.175807770447424,0.733,12.9
71.1,5.930051888168715,98.0,97.0,5.3,97.0,7.928750420923911,0.722,12.5
77.0,3.6590064229901675,99.0,98.0,4.57,98.0,7.661938108875133,0.714,12.0
78.0,5.199101893603581,98.0,99.0,4.36,99.0,7.517917212258762,0.708,11.7
77.0,5.034591960497497,98.0,99.0,4.33,99.0,7.420077421005878,0.703,11.5
73.0,7.201583698136472,97.0,97.0,7.7,97.0,9.555840378236798,0.803,14.9
70.0,7.333348301997605,97.0,98.0,7.9,97.0,9.651473513656217,0.799,14.6
69.6,5.191970759862222,97.0,98.0,6.88,97.0,9.626115935523815,0.792,14.3
69.4,5.2244820626015755,97.0,97.0,6.61,97.0,9.561960652601257,0.785,14.0
68.4,5.098699926994869,97.0,98.0,6.83,97.0,7.424157948079581,0.773,13.7
68.2,4.927299594972898,98.0,98.0,7.44,98.0,9.05531050344244,0.776,14.0
67.5,5.092093402079553,98.0,98.0,6.22,98.0,9.361881681785254,0.769,13.9
67.3,2.4870852407677067,98.0,98.0,5.38,98.0,6.81591829564199,0.761,13.8
66.4,2.5841364741029236,98.0,98.0,5.3,98.0,6.541310476446996,0.754,13.8
65.0,6.440161831712966,97.0,98.0,5.21,98.0,8.580069183255029,0.748,13.7
64.9,3.8610579678952606,96.0,98.0,5.19,97.0,6.024348625166228,0.741,13.6
64.6,5.811784112777528,94.0,97.0,5.61,96.0,7.998380011221148,0.733,13.2
64.8,5.5892754110140785,81.0,97.0,5.99,97.0,7.77342381754582,0.727,12.8
65.1,1.2926777121823037,43.0,97.0,5.67,96.0,3.1073803510018325,0.72,12.5
65.7,2.145907567813666,98.0,98.0,7.53,98.0,4.351180131839185,0.488,10.8
65.2,2.5424604083855775,98.0,98.0,7.69,98.0,6.5365131116636395,0.485,10.8
64.6,2.377198604077141,98.0,98.0,7.68,98.0,6.521794184471872,0.475,10.5
63.8,2.3100143700460514,97.0,93.0,7.71,97.0,6.427002318935772,0.464,10.2
62.8,4.171108613740999,97.0,93.0,7.91,97.0,6.3359253028737,0.454,10.0
61.0,2.319010942938544,97.0,93.0,7.2,97.0,6.2918539528840425,0.447,10.2
68.0,0.5077451064408851,97.0,97.0,7.66,97.0,1.897428897167569,0.438,10.4
59.6,2.12939431582773,97.0,98.0,8.49,97.0,3.825448020478385,0.424,10.1
57.6,4.375382137060212,99.0,99.0,1.2,99.0,5.838795854345215,0.404,9.3
55.3,3.699984245795935,95.0,95.0,6.83,95.0,5.666190940602988,0.388,8.8
53.4,3.4945560178372967,89.0,89.0,6.24,89.0,5.4718984955982775,0.371,8.2
52.0,3.5352287684770807,96.0,96.0,6.34,96.0,5.36439508891365,0.359,7.6
57.0,1.0872067588596777,88.0,85.0,4.18,88.0,5.286233550432843,0.343,7.2
73.8,6.494174012232565,56.0,58.0,7.22,63.0,8.338060154445875,0.701,12.9
73.6,6.5501545903883045,6.0,62.0,6.91,67.0,8.34774471502918,0.7,12.9
73.2,6.200621188661313,64.0,62.0,5.2,64.0,8.35126951776137,0.698,12.9
73.0,6.327437817480524,58.0,6.0,5.8,65.0,8.279946329303169,0.693,12.9
72.6,6.077169810439904,57.0,57.0,5.7,62.0,8.147429370348055,0.69,12.9
76.0,3.764072352914704,44.0,45.0,5.4,49.0,5.817446930966764,0.691,12.9
72.5,3.8785201081413123,12.0,54.0,4.52,26.0,5.888385399372501,0.688,12.9
72.2,3.886425812983755,46.0,49.0,5.25,53.0,5.779332400266593,0.682,12.9
72.0,3.7191311397999858,35.0,37.0,4.68,39.0,5.666301763354642,0.677,12.7
71.6,5.664581147048352,41.0,55.0,4.47,49.0,7.852541081710915,0.671,12.6
71.4,5.7417580806133355,54.0,26.0,4.45,55.0,7.763165065691834,0.665,12.4
79.0,3.257987737487534,83.0,82.0,4.71,83.0,5.289751635194422,0.659,12.3
76.0,5.343141790411155,86.0,85.0,5.1,86.0,7.397817182990512,0.653,12.1
75.0,5.3003744103819175,89.0,83.0,5.16,85.0,7.350178613261861,0.645,12.0
72.0,3.1025352573542384,89.0,94.0,5.31,95.0,5.047861904963873,0.64,12.1
67.3,5.423763300836333,95.0,95.0,8.35,95.0,7.508172252444166,0.562,11.1
67.1,5.306583600898501,97.0,97.0,9.76,97.0,7.390510187759339,0.559,11.0
66.9,2.2189912420767377,96.0,96.0,8.6,96.0,4.941284922999648,0.553,10.8
66.6,2.1395249989755154,96.0,96.0,5.44,96.0,4.907688078899754,0.546,10.6
66.2,4.159512991488383,98.0,98.0,5.24,98.0,7.030640795701855,0.542,10.6
65.8,2.4961834495021296,98.0,99.0,6.65,98.0,5.301170592225588,0.533,10.1
65.4,4.156639729860319,99.0,99.0,5.66,99.0,7.027724474360132,0.531,10.4
65.1,3.9305892163235527,87.0,98.0,7.44,97.0,6.797860039209332,0.527,10.3
64.7,3.873059936825657,75.0,97.0,7.84,97.0,6.739211731984107,0.521,10.2
64.3,2.4692779385720756,96.0,97.0,1.4,97.0,4.4171713840922475,0.514,10.0
63.8,2.3039335712883755,7.0,99.0,9.94,96.0,6.542969938800505,0.509,9.8
63.4,4.470809198602116,43.0,94.0,11.12,94.0,6.47749861362624,0.504,9.7
74.4,7.610180847365356,98.0,98.0,4.68,98.0,10.10954329529668,0.841,15.8
74.3,7.624674210220459,98.0,98.0,4.25,98.0,10.124043203723563,0.83,15.2
74.1,5.285135012354829,98.0,98.0,3.86,98.0,7.837927692920391,0.818,14.5
73.9,5.1623576536532125,98.0,98.0,3.57,98.0,7.774329321394833,0.804,13.9
73.7,7.089198390055603,98.0,98.0,3.49,98.0,9.865816176060687,0.792,13.3
73.4,4.7784745414114465,98.0,98.0,4.9,98.0,7.435610925219532,0.787,13.0
73.3,2.803764455015171,98.0,98.0,2.87,98.0,5.475761799484698,0.779,12.8
73.2,7.176934744045555,96.0,96.0,3.49,96.0,9.709488063344455,0.773,12.7
73.2,7.2416921363869,96.0,96.0,3.55,96.0,9.637936762584648,0.767,12.5
73.1,7.019339706455525,97.0,96.0,3.42,96.0,9.528126931494322,0.761,12.4
73.1,6.706225836035222,96.0,96.0,3.58,96.0,9.318286256685422,0.754,12.3
73.0,6.725476366238912,95.0,95.0,4.2,95.0,9.166227372723121,0.747,12.2
72.9,6.535382431877281,97.0,95.0,4.28,95.0,9.066043990618853,0.745,12.1
72.8,6.567368726994525,95.0,97.0,4.49,97.0,9.064677911733874,0.742,12.0
72.6,6.663362531007108,93.0,95.0,4.24,95.0,9.119096882436466,0.737,11.8
66.4,2.6250515137668593,89.0,85.0,4.66,89.0,5.033334851953176,0.483,9.1
66.0,2.5524509537184965,92.0,89.0,4.51,92.0,5.010050796644229,0.474,8.7
65.6,2.4165024121649954,91.0,83.0,4.31,91.0,4.92327331019666,0.463,8.3
64.9,0.8883239472677674,92.0,89.0,4.42,92.0,2.9576778000787693,0.455,7.9
64.3,0.7031330370196953,89.0,76.0,4.62,89.0,2.5361839565477493,0.449,7.7
63.5,0.7781671780272189,86.0,83.0,4.81,86.0,2.6076008650939193,0.444,7.5
62.8,0.7363651248987051,88.0,87.0,4.94,88.0,2.512585044394053,0.435,7.1
62.1,2.230998101864923,94.0,93.0,4.72,94.0,4.568483921285308,0.425,6.8
61.3,2.436261265012526,89.0,89.0,5.44,89.0,4.509080958805145,0.422,6.6
65.0,4.575094936019374,84.0,84.0,5.35,84.0,6.65269510725522,0.415,6.4
59.7,4.205026339670308,54.0,87.0,5.68,87.0,6.599301372665193,0.408,6.2
75.4,2.26355403867839,92.0,93.0,1.37,93.0,4.145880493004394,0.771,14.3
75.3,6.781784191322023,91.0,97.0,1.12,95.0,8.756969863502134,0.766,14.1
74.9,6.6113835215411765,97.0,93.0,9.89,91.0,8.641246730752487,0.767,14.0
74.6,6.820364643646788,94.0,94.0,9.72,94.0,8.767841675360984,0.757,13.5
74.4,6.653430173915816,89.0,91.0,1.9,91.0,8.596536104752362,0.755,13.6
74.1,6.7115103318540115,93.0,97.0,9.9,95.0,8.66945992115201,0.754,13.6
74.0,4.578131709990473,93.0,95.0,1.5,95.0,6.511409334125803,0.749,13.5
73.8,6.651403946441658,99.0,93.0,1.2,94.0,8.605043198290836,0.743,13.5
73.6,6.296785781044703,93.0,97.0,8.99,92.0,8.326216383609475,0.739,13.4
73.0,6.222797661617564,65.0,98.0,8.7,98.0,8.168807170668426,0.73,13.2
73.0,6.13925434420413,89.0,96.0,8.24,88.0,8.111396658192836,0.72,13.1
73.0,5.024568147534742,99.0,99.0,3.37,99.0,7.351658050150123,0.766,13.2
72.9,7.328222458500384,99.0,98.0,3.58,98.0,9.660673547002993,0.762,13.5
72.7,5.1832622099067125,99.0,98.0,4.8,98.0,9.460801273996049,0.755,13.5
72.6,7.023291834969326,99.0,99.0,3.38,99.0,9.408449283415358,0.744,13.3
72.4,2.8617621086830036,99.0,99.0,3.59,99.0,5.224048835351556,0.74,13.2
72.3,4.3336981277993205,99.0,99.0,2.64,99.0,6.885465292772042,0.739,13.2
72.2,6.555147248784469,99.0,99.0,2.64,99.0,9.316847872595195,0.739,13.2
72.2,6.821624435118495,99.0,99.0,3.3,99.0,9.40556416413955,0.733,13.1
72.2,4.638352599479216,99.0,99.0,3.73,99.0,7.102828412740577,0.728,13.1
72.2,3.1119724841120076,99.0,99.0,3.91,99.0,7.08466002464203,0.712,12.1
72.1,2.634995219692426,99.0,99.0,4.17,99.0,7.071283602370448,0.715,12.3
72.1,6.73829308447577,99.0,99.0,4.64,99.0,9.050871050751367,0.713,12.1
72.1,6.333919183438498,99.0,99.0,4.21,99.0,9.027890246557636,0.712,12.1
72.0,6.468790637826249,96.0,96.0,4.45,96.0,8.944307299656069,0.714,12.2
71.8,6.401520453856035,98.0,98.0,4.62,98.0,8.933248891373347,0.6651734296831573,12.3
48.1,0.8933439990783328,83.0,83.0,11.9,83.0,4.37499541976549,0.426,9.5
54.0,0.8421980538804,92.0,92.0,11.59,92.0,4.287972787602991,0.413,9.3
49.7,4.017469582662569,91.0,91.0,11.24,91.0,6.333099192501591,0.401,9.1
48.9,4.019368065574252,89.0,88.0,11.98,89.0,6.101495389790547,0.392,8.9
48.1,1.8480953046672102,86.0,84.0,1.32,86.0,3.831429202596231,0.384,8.7
47.1,3.928626928201711,84.0,81.0,13.13,84.0,5.980386521493523,0.375,8.5
46.2,1.8531064128523678,77.0,75.0,1.29,77.0,3.858114036302006,0.367,8.3
45.3,3.8409799385117886,63.0,63.0,1.12,64.0,5.8856246710197455,0.357,8.2
82.9,8.983771756947123,96.0,96.0,4.92,96.0,10.939119632378217,0.922,15.4
82.7,6.572763688323485,97.0,97.0,4.53,97.0,8.635898315596078,0.92,15.4
82.5,8.706632520163406,97.0,97.0,4.22,97.0,10.904710471197921,0.917,15.4
82.2,6.459904626052012,96.0,96.0,3.93,96.0,10.881205893111145,0.911,15.2
82.0,8.421022266717287,96.0,96.0,3.96,96.0,10.748726427023076,0.889,14.5
81.7,6.139735184605951,96.0,97.0,4.27,97.0,10.560451914584625,0.887,14.4
81.4,8.133038687740875,97.0,97.0,3.91,97.0,10.589672598583803,0.88,14.2
81.1,8.033974153258592,96.0,97.0,3.46,97.0,10.577058917761116,0.873,14.1
87.0,7.878676971932262,95.0,95.0,3.66,95.0,10.421711525301008,0.839,13.9
82.0,7.765455198022554,96.0,96.0,3.74,96.0,10.304638500690993,0.821,12.6
79.7,5.324219925881927,94.0,95.0,3.17,95.0,7.917999401547498,0.82,12.7
79.3,7.724918618196309,95.0,96.0,3.63,96.0,10.067926344917197,0.819,12.7
79.0,4.963536571233108,95.0,94.0,2.84,94.0,7.7042857773318145,0.818,12.6
78.7,6.912112648842395,95.0,95.0,2.37,96.0,9.979465809972597,0.82,12.7
78.3,7.526625368627051,97.0,98.0,2.71,98.0,10.07717515209353,0.81,12.5
68.8,1.5514779819596138,88.0,94.0,5.5,88.0,3.422718205215987,0.512,9.6
68.8,3.247785332091505,94.0,99.0,5.42,94.0,5.2444729260158445,0.509,9.5
68.7,5.5172489736658346,99.0,99.0,5.48,99.0,7.528165015170574,0.505,9.4
68.5,5.440982693498416,99.0,99.0,5.8,99.0,7.404789014798097,0.497,9.4
68.3,3.418408398733785,9.0,94.0,7.47,9.0,7.149483657551443,0.492,9.3
68.1,5.502879930763724,92.0,98.0,7.92,92.0,7.055556706613903,0.494,9.3
68.0,3.0325121347696014,89.0,94.0,5.97,89.0,4.842545345838871,0.489,9.2
67.6,3.3979037064642275,9.0,93.0,6.42,9.0,4.9967467938235135,0.482,9.0
67.6,5.4868078571157275,99.0,99.0,6.66,99.0,6.856103237199803,0.47,8.4
67.4,3.27000836961622,83.0,9.0,7.83,89.0,4.498418236067779,0.465,8.3
67.1,5.280794441425114,81.0,89.0,5.64,9.0,6.708624376208303,0.459,8.1
66.8,2.8809780963960803,79.0,84.0,6.0,84.0,6.614411532525059,0.453,8.0
66.5,5.0580581544078465,75.0,78.0,6.9,78.0,6.66690117688778,0.446,7.3
66.2,5.787239269542051,83.0,88.0,6.44,84.0,6.852048935084044,0.442,6.6
65.8,1.6580872533550708,81.0,88.0,4.56,86.0,5.046765158571207,0.455,7.2
62.0,6.827684196481039,8.0,77.0,8.8,77.0,8.77657233700026,0.66,13.0
69.0,6.887134656493093,7.0,73.0,8.78,73.0,8.83607647695397,0.652,12.8
59.2,6.99480858992586,68.0,65.0,8.79,65.0,8.929192067630968,0.644,12.8
58.9,4.8263384677412295,76.0,69.0,8.61,69.0,6.746358336292283,0.638,12.8
58.0,6.94686601685759,71.0,72.0,8.5,72.0,8.904326139600954,0.63,12.8
56.5,6.663897045436064,74.0,75.0,8.39,76.0,8.680948184672353,0.622,12.8
55.3,6.660618224840242,76.0,77.0,7.75,79.0,8.663472928483632,0.616,12.9
54.5,6.6926915961876805,83.0,79.0,7.53,82.0,8.72036255460655,0.612,12.9
54.0,6.5973169430221414,83.0,79.0,7.57,82.0,8.636350366954254,0.609,12.9
53.8,6.565711485402958,79.0,75.0,7.77,79.0,8.597045294956729,0.609,12.9
53.7,6.43461683573731,76.0,73.0,7.93,74.0,8.489722684447493,0.611,12.9
54.0,6.254129493481522,71.0,7.0,8.26,69.0,8.236601323950346,0.613,12.9
54.9,5.850855598136492,72.0,7.0,8.9,7.0,7.831775366674256,0.62,12.9
56.0,5.903339565381609,72.0,71.0,8.31,71.0,7.894609222047529,0.629,13.0
